site,census,code,genus,species,n10m,s10m,t10m,r10m,f10m,l10m,u10m,n100m,s100m,t100m,r100m,f100m,l100m,u100m
Pasoh,1995-2000,pa3,Eugenia,chlorantha,526,476,4.836,2.065,2.029,1.538,2.63,58,50,4.768,3.113,2.605,1.354,4.565
Pasoh,1995-2000,pa3,Eugenia,claviflora,396,379,4.852,0.904,0.975,0.605,1.437,91,89,4.79,0.464,0.946,0.433,1.75
Pasoh,1995-2000,pa3,Eugenia,cumingiana,295,269,4.839,1.907,1.845,1.264,2.638,47,42,4.934,2.28,2.014,0.944,3.926
Pasoh,1995-2000,pa3,Eugenia,densiflora,490,459,4.789,1.365,1.363,0.962,1.859,38,33,4.827,2.923,2.31,1.076,4.554
Pasoh,1995-2000,pa3,Eugenia,duthieana,120,114,5.223,0.982,1.102,0.564,2.062,51,45,5.039,2.484,2.139,1.015,4.057
Pasoh,1995-2000,pa3,Eugenia,dyeriana,15,14,4.653,1.483,1.518,0.494,4.093,5,5,4.731,0,1.578,0.534,4.234
Pasoh,1995-2000,pa3,Eugenia,fastigata,61,56,4.697,1.821,1.718,0.77,3.352,9,7,4.786,5.251,2.484,0.891,6.143
Pasoh,1995-2000,pa3,Eugenia,filiformis,360,341,4.795,1.131,1.176,0.752,1.701,27,23,4.862,3.298,2.353,1.016,5.057
Pasoh,1995-2000,pa3,Eugenia,flosculifera,18,17,4.628,1.235,1.483,0.527,3.886,26,22,4.619,3.616,2.448,1.072,5.272
Pasoh,1995-2000,pa3,Eugenia,glauca_var._pseudoglauca,21,20,4.839,1.008,1.406,0.488,3.517,15,12,4.996,4.467,2.474,1.042,5.715
Pasoh,1995-2000,pa3,Eugenia,griffithii,509,461,4.821,2.055,2.008,1.543,2.627,81,76,4.882,1.305,1.419,0.695,2.649
Pasoh,1995-2000,pa3,Eugenia,inophylla,132,124,4.862,1.286,1.344,0.706,2.332,34,32,4.898,1.238,1.517,0.616,3.145
Pasoh,1995-2000,pa3,Eugenia,inophylla_var._barnardi,82,75,4.764,1.873,1.801,0.896,3.243,28,26,4.616,1.605,1.665,0.687,3.66
Pasoh,1995-2000,pa3,Eugenia,koordersiana,42,41,4.692,0.514,1.04,0.391,2.46,40,37,4.719,1.652,1.653,0.733,3.527
Pasoh,1995-2000,pa3,Eugenia,leptostemon,19,17,4.891,2.274,1.846,0.658,4.493,10,10,4.831,0,1.349,0.504,3.594
Pasoh,1995-2000,pa3,Eugenia,napiformis,90,79,4.81,2.71,2.455,1.348,4.118,21,20,4.873,1.001,1.546,0.555,3.534
Pasoh,1995-2000,pa3,Eugenia,nigricans,116,109,4.681,1.33,1.372,0.681,2.479,43,42,4.678,0.503,1.13,0.474,2.467
Pasoh,1995-2000,pa3,Eugenia,oblongifolia,24,22,4.739,1.836,1.726,0.618,4.172,4,4,4.843,0,1.634,0.539,4.645
Pasoh,1995-2000,pa3,Eugenia,pachyphylla,15,15,5.131,0,1.163,0.375,3.198,2,2,4.706,0,1.692,0.572,4.914
Pasoh,1995-2000,pa3,Eugenia,polita,449,398,4.773,2.526,2.48,1.865,3.235,89,80,4.814,2.215,2.055,1.13,3.517
Pasoh,1995-2000,pa3,Eugenia,polyantha,5,5,4.983,0,1.385,0.421,4.22,2,1,4.676,14.823,2.306,0.746,6.347
Pasoh,1995-2000,pa3,Eugenia,prainiana,143,131,4.705,1.863,1.768,1,2.925,51,42,4.714,4.119,3.193,1.67,5.67
Pasoh,1995-2000,pa3,Eugenia,pseudocrenulata,137,123,4.72,2.284,2.129,1.249,3.403,10,10,4.858,0,1.422,0.477,3.785
Pasoh,1995-2000,pa3,Eugenia,pseudosubtilis,183,166,4.66,2.092,2.027,1.207,3.138,100,96,4.759,0.858,1.103,0.552,2.151
Pasoh,1995-2000,pa3,Eugenia,pustulata,503,467,4.76,1.56,1.563,1.119,2.084,45,40,4.739,2.486,2.08,0.999,3.995
Pasoh,1995-2000,pa3,Eugenia,ridleyi,275,259,4.77,1.257,1.267,0.773,1.952,63,60,4.706,1.037,1.301,0.595,2.569
Pasoh,1995-2000,pa3,Eugenia,rugosa,13,13,4.91,0,1.175,0.346,3.543,3,3,5.043,0,1.637,0.524,4.535
Pasoh,1995-2000,pa3,Eugenia,scortechinii,824,779,4.836,1.161,1.169,0.879,1.528,5,5,4.749,0,1.577,0.532,3.986
Pasoh,1995-2000,pa3,Eugenia,spicata,4,3,5.074,5.67,2.182,0.602,7.052,2,2,4.768,0,1.62,0.571,4.974
Pasoh,1995-2000,pa3,Eugenia,subdecussata,176,167,4.757,1.103,1.225,0.637,1.975,60,54,4.847,2.174,1.973,0.955,3.594
Pasoh,1995-2000,pa3,Eugenia,syzygioides,237,214,4.706,2.169,2.114,1.376,3.063,11,8,4.8,6.634,2.871,1.135,6.65
Pasoh,1995-2000,pa3,Eugenia,tumida,146,129,4.772,2.594,2.416,1.502,3.662,35,32,4.848,1.848,1.744,0.772,3.658
Pasoh,1995-2000,pa3,Eugenia,valdevenosa,20,18,4.852,2.172,1.844,0.661,4.403,4,4,4.791,0,1.589,0.546,4.168
Pasoh,1995-2000,pa3,Eugenia,variolosa,508,439,4.9,2.979,2.896,2.286,3.637,8,7,4.858,2.749,1.931,0.639,4.94
Pasoh,1995-2000,pa3,Eugenia,virens,77,73,4.805,1.11,1.287,0.54,2.465,9,9,4.688,0,1.42,0.493,3.916
Pasoh,1995-2000,pa3,Euodia,glabra,130,108,4.712,3.935,3.576,2.283,5.183,17,17,4.765,0,1.213,0.452,3.075
Pasoh,1995-2000,pa3,Euodia,roxburghiana,23,17,4.894,6.177,3.895,1.688,8.165,4,4,4.591,0,1.617,0.525,4.399
Pasoh,1995-2000,pa3,Euonymus,javanicus,23,22,4.578,0.971,1.315,0.469,3.374,2,1,4.587,15.11,2.396,0.75,6.568
Pasoh,1995-2000,pa3,Eurycoma,longifolia,789,763,4.953,0.676,0.721,0.498,1.024,21,19,4.935,2.028,1.778,0.725,4.07
Pasoh,1995-2000,pa3,Fagraea,racemosa,95,87,4.753,1.851,1.739,0.908,3.051,1,0,4.531,Inf,2.32,0.806,6.821
Pasoh,1995-2000,pa3,Fahrenheitia,pendula,61,57,4.9,1.384,1.463,0.611,2.919,40,36,4.856,2.17,1.911,0.854,3.969
Pasoh,1995-2000,pa3,Ficus,chartacea,38,32,4.777,3.598,2.753,1.254,5.419,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ficus,fistulosa,3,2,5.107,7.939,2.245,0.679,6.915,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ficus,fulva,2,1,4.858,14.267,2.374,0.726,8.178,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ficus,glandulifera,55,41,4.774,6.154,4.945,2.739,8.234,2,1,4.986,13.903,2.189,0.813,6.209
Pasoh,1995-2000,pa3,Ficus,grossularioides,1,1,4.854,0,1.464,0.547,5.279,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ficus,lamponga,1,1,4.805,0,1.557,0.473,5.001,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ficus,obscura,6,4,4.81,8.43,2.946,0.908,8.209,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ficus,schwarzii,6,5,4.837,3.769,2.013,0.613,5.417,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ficus,scortechinii,23,16,4.629,7.839,4.795,2.087,9.391,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ficus,sinuata,12,8,4.924,8.235,3.783,1.413,9.24,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ficus,variegata,7,5,4.773,7.049,2.745,0.831,7.949,3,3,4.75,0,1.641,0.532,4.487
Pasoh,1995-2000,pa3,Ficus,vasculosa,12,7,5.021,10.736,4.804,1.825,11.779,1,1,4.591,0,1.714,0.609,5.462
Pasoh,1995-2000,pa3,Flacourtia,rukum,154,139,4.809,2.131,2.015,1.251,3.211,1,1,6.056,0,1.663,0.598,4.868
Pasoh,1995-2000,pa3,Gaertnera,oblanceolata,402,355,4.812,2.584,2.531,1.866,3.306,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Galearia,fulva,974,948,4.772,0.567,0.609,0.426,0.836,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Galearia,maingayi,7,6,4.896,3.149,1.951,0.59,5.472,1,1,4.613,0,1.692,0.564,4.96
Pasoh,1995-2000,pa3,Ganua,motleyana,3,3,6.114,0,1.507,0.444,4.814,3,2,5.596,7.245,2.15,0.729,6.114
Pasoh,1995-2000,pa3,Garcinia,atroviridis,13,13,4.74,0,1.199,0.391,3.627,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Garcinia,bancana,95,92,4.782,0.671,0.93,0.414,1.965,22,21,4.774,0.974,1.485,0.562,3.484
Pasoh,1995-2000,pa3,Garcinia,eugeniaefolia,747,689,4.949,1.633,1.631,1.251,2.068,4,3,4.906,5.864,2.135,0.708,5.853
Pasoh,1995-2000,pa3,Garcinia,forbesii,66,66,4.763,0,0.65,0.238,1.621,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Garcinia,griffithii,34,32,4.75,1.276,1.463,0.511,3.353,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Garcinia,malaccensis,883,828,4.823,1.333,1.351,1.021,1.717,34,30,4.736,2.643,2.117,0.902,4.44
Pasoh,1995-2000,pa3,Garcinia,nervosa,535,523,4.733,0.479,0.57,0.344,0.922,25,24,4.843,0.843,1.4,0.56,3.202
Pasoh,1995-2000,pa3,Garcinia,nigrolineata,454,433,4.834,0.98,1.013,0.665,1.5,6,6,4.676,0,1.497,0.496,3.977
Pasoh,1995-2000,pa3,Garcinia,parvifolia,450,414,4.833,1.725,1.724,1.209,2.34,59,54,4.813,1.84,1.798,0.845,3.336
Pasoh,1995-2000,pa3,Garcinia,prainiana,1,1,5.711,0,1.694,0.486,5.373,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Garcinia,pyrifera,1,1,4.531,0,1.648,0.474,5.504,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Garcinia,rostrata,82,69,4.881,3.536,3.071,1.76,4.932,11,11,4.702,0,1.413,0.504,3.37
Pasoh,1995-2000,pa3,Garcinia,scortechinii,305,278,4.722,1.963,1.916,1.318,2.718,28,26,4.876,1.52,1.604,0.648,3.458
Pasoh,1995-2000,pa3,Gardenia,tubifera,58,51,4.728,2.72,2.295,1.098,4.385,12,8,4.689,8.648,3.616,1.436,8.177
Pasoh,1995-2000,pa3,Gardeniopsis,longifolia,2,2,4.773,0,1.524,0.453,4.902,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Gironniera,nervosa,517,469,4.789,2.035,2.015,1.507,2.634,195,182,4.769,1.447,1.486,0.883,2.361
Pasoh,1995-2000,pa3,Gironniera,parvifolia,3570,3283,4.803,1.745,1.739,1.55,1.958,222,188,4.799,3.464,3.235,2.235,4.46
Pasoh,1995-2000,pa3,Gironniera,subaequalis,511,476,4.791,1.481,1.482,1.079,2.022,126,117,4.822,1.537,1.545,0.858,2.594
Pasoh,1995-2000,pa3,Glochidion,hypoleucum,22,8,4.83,20.944,12.832,6.8,22.154,7,4,5.022,11.142,3.297,1.27,8.482
Pasoh,1995-2000,pa3,Glochidion,obscurum,1,0,4.767,Inf,2.453,0.683,8.911,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Glochidion,superbum,13,8,4.711,10.305,4.751,1.867,11.04,1,1,4.512,0,1.655,0.572,5.022
Pasoh,1995-2000,pa3,Glochidion,wallichianum,174,134,4.745,5.505,5.078,3.698,6.827,10,10,4.69,0,1.452,0.498,3.811
Pasoh,1995-2000,pa3,Gluta,malayana,699,653,4.81,1.415,1.418,1.063,1.834,54,50,4.835,1.592,1.649,0.768,3.291
Pasoh,1995-2000,pa3,Glycosmis,chlorosperma,593,538,4.752,2.048,2.031,1.541,2.594,1,1,4.419,0,1.689,0.605,5.094
Pasoh,1995-2000,pa3,Glycosmis,sapindoides,126,114,4.834,2.07,1.967,1.121,3.135,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Glyptopetalum,quadrangulare,289,273,4.876,1.168,1.214,0.741,1.828,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Gnetum,gnemon,661,615,4.886,1.476,1.491,1.105,1.944,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Gomphandra,capitellata,19,16,4.838,3.552,2.329,0.848,5.516,1,1,4.868,0,1.823,0.562,5.162
Pasoh,1995-2000,pa3,Gomphandra,quadrifida,238,221,4.781,1.55,1.546,0.967,2.295,1,0,4.556,Inf,2.381,0.791,6.985
Pasoh,1995-2000,pa3,Gomphia,serrata,106,90,4.883,3.351,3.037,1.819,4.697,15,15,4.893,0,1.264,0.474,3.118
Pasoh,1995-2000,pa3,Goniothalamus,macrophyllus,98,89,4.747,2.029,1.901,1.036,3.244,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Goniothalamus,tortilipetalum,367,350,4.987,0.951,1.015,0.633,1.501,42,37,4.918,2.577,2.145,1.013,4.118
Pasoh,1995-2000,pa3,Gonocaryum,gracile,867,851,4.823,0.386,0.453,0.285,0.671,39,36,4.693,1.706,1.683,0.731,3.447
Pasoh,1995-2000,pa3,Gonystylus,maingayi,288,266,4.82,1.649,1.635,1.068,2.359,24,22,4.865,1.788,1.775,0.681,3.901
Pasoh,1995-2000,pa3,Gordonia,singaporeana,12,12,4.484,0,1.248,0.405,3.514,7,7,4.566,0,1.5,0.499,4.021
Pasoh,1995-2000,pa3,Grewia,antidesmaefolia,8,8,4.629,0,1.286,0.429,3.858,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Grewia,blattaefolia,638,586,4.783,1.778,1.765,1.333,2.286,133,119,4.752,2.341,2.199,1.276,3.455
Pasoh,1995-2000,pa3,Grewia,fibrocarpa,137,124,4.765,2.092,1.964,1.165,3.14,5,4,4.669,4.779,2.025,0.739,5.533
Pasoh,1995-2000,pa3,Grewia,laurifolia,127,111,4.557,2.955,2.698,1.625,4.194,28,22,4.676,5.158,3.308,1.467,6.484
Pasoh,1995-2000,pa3,Grewia,miqueliana,1199,1086,4.799,2.063,2.058,1.684,2.457,110,98,4.767,2.423,2.224,1.277,3.625
Pasoh,1995-2000,pa3,Gymnacranthera,eugeniifolia,25,25,4.606,0,1.005,0.312,2.635,18,17,4.772,1.198,1.551,0.588,3.851
Pasoh,1995-2000,pa3,Gymnacranthera,forbesii,1120,1021,4.781,1.936,1.922,1.565,2.317,136,113,4.75,3.9,3.51,2.259,5.122
Pasoh,1995-2000,pa3,Gynotroches,axillaris,216,205,4.69,1.115,1.191,0.661,1.918,29,27,4.784,1.494,1.588,0.674,3.599
Pasoh,1995-2000,pa3,Harmandia,kunstleri,34,33,4.77,0.626,1.135,0.417,2.752,9,8,4.685,2.514,1.918,0.672,4.982
Pasoh,1995-2000,pa3,Harpullia,cupanoides,1,1,4.591,0,1.729,0.431,5.483,1,1,4.602,0,1.768,0.548,5.207
Pasoh,1995-2000,pa3,Helicia,attenuata,104,93,4.861,2.3,2.15,1.183,3.564,10,9,4.751,2.218,1.8,0.633,4.525
Pasoh,1995-2000,pa3,Heliciopsis,velutina,321,304,4.84,1.124,1.145,0.72,1.744,36,35,4.893,0.576,1.181,0.484,2.528
Pasoh,1995-2000,pa3,Heritiera,elata,129,125,4.842,0.651,0.858,0.411,1.669,47,45,4.852,0.896,1.29,0.541,2.627
Pasoh,1995-2000,pa3,Heritiera,javanica,18,17,4.68,1.221,1.496,0.489,3.925,7,7,4.88,0,1.551,0.532,3.951
Pasoh,1995-2000,pa3,Heritiera,simplicifolia,315,286,4.935,1.957,1.91,1.29,2.639,129,107,4.903,3.813,3.404,2.218,5.057
Pasoh,1995-2000,pa3,Homalium,caryophyllaceum,14,14,5.015,0,1.205,0.391,3.199,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Homalium,dictyoneurum,437,424,4.878,0.619,0.706,0.42,1.094,66,64,4.831,0.637,1.072,0.507,2.184
Pasoh,1995-2000,pa3,Homalium,longifolium,514,470,4.796,1.866,1.837,1.367,2.474,106,103,4.84,0.593,0.958,0.455,1.833
Pasoh,1995-2000,pa3,Hopea,dryobalanoides,842,733,4.805,2.885,2.844,2.321,3.385,83,77,4.831,1.553,1.572,0.788,2.909
Pasoh,1995-2000,pa3,Hopea,mengerawan,333,283,4.863,3.346,3.207,2.451,4.174,70,66,4.773,1.233,1.405,0.651,2.732
Pasoh,1995-2000,pa3,Hopea,sangal,12,10,4.844,3.764,2.242,0.779,5.733,4,3,4.565,6.302,2.133,0.736,6.406
Pasoh,1995-2000,pa3,Horsfieldia,brachiata,210,188,4.761,2.324,2.218,1.46,3.283,69,63,4.764,1.91,1.816,0.884,3.3
Pasoh,1995-2000,pa3,Horsfieldia,crassifolia,9,8,4.672,2.521,1.863,0.568,5.226,34,33,4.697,0.636,1.286,0.519,2.846
Pasoh,1995-2000,pa3,Horsfieldia,flocculosa,16,10,4.957,9.482,5.075,2.07,11.058,9,9,4.774,0,1.397,0.522,3.558
Pasoh,1995-2000,pa3,Horsfieldia,fulva,73,70,4.795,0.875,1.134,0.46,2.333,27,24,5.012,2.35,1.959,0.862,4.318
Pasoh,1995-2000,pa3,Horsfieldia,polyspherula,178,166,4.731,1.475,1.458,0.874,2.376,63,57,4.775,2.096,1.966,0.959,3.551
Pasoh,1995-2000,pa3,Horsfieldia,poly._var._sumatrana,100,92,4.667,1.787,1.72,0.885,3.069,18,15,4.567,3.993,2.38,0.963,5.455
Pasoh,1995-2000,pa3,Horsfieldia,punctatifolia,35,32,4.597,1.949,1.769,0.688,3.761,2,2,4.732,0,1.669,0.549,4.72
Pasoh,1995-2000,pa3,Horsfieldia,sucosa,377,349,4.783,1.614,1.58,1.103,2.211,117,103,4.839,2.634,2.386,1.43,3.817
Pasoh,1995-2000,pa3,Horsfieldia,superba,180,157,4.801,2.848,2.698,1.734,3.907,62,59,4.875,1.017,1.267,0.579,2.556
Pasoh,1995-2000,pa3,Horsfieldia,tomentosa,29,23,4.775,4.855,3.312,1.478,6.615,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Horsfieldia,wallichii,14,11,4.757,5.07,2.814,0.946,7.029,19,16,4.722,3.639,2.384,0.983,5.281
Pasoh,1995-2000,pa3,Hunteria,zeylanica,118,115,4.88,0.528,0.803,0.376,1.61,14,14,4.832,0,1.246,0.459,3.292
Pasoh,1995-2000,pa3,Hypobathrum,racemosum,272,252,4.719,1.619,1.63,1.034,2.381,15,13,4.767,3.002,2.078,0.815,4.893
Pasoh,1995-2000,pa3,Hypobathrum,venulosum,187,175,4.7,1.411,1.403,0.798,2.326,7,6,4.921,3.132,1.988,0.668,5.041
Pasoh,1995-2000,pa3,Iguanura,wallichiana,370,206,4.821,12.147,11.802,10.033,13.802,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ilex,macrophylla,120,107,4.806,2.386,2.211,1.289,3.512,17,17,4.708,0,1.239,0.449,3.176
Pasoh,1995-2000,pa3,Intsia,palembanica,422,405,4.785,0.859,0.931,0.578,1.399,124,118,4.84,1.025,1.199,0.613,2.052
Pasoh,1995-2000,pa3,Irvingia,malayana,173,169,4.843,0.483,0.702,0.326,1.345,52,47,4.77,2.119,1.935,0.934,3.627
Pasoh,1995-2000,pa3,Ixonanthes,icosandra,2436,2268,4.847,1.474,1.473,1.265,1.73,563,524,4.81,1.492,1.495,1.1,1.962
Pasoh,1995-2000,pa3,Ixonanthes,reticulata,0,0,NA,NA,NA,NA,NA,1,1,5.243,0,1.696,0.538,5.08
Pasoh,1995-2000,pa3,Ixora,concinna,829,712,4.764,3.193,3.156,2.611,3.758,8,6,4.704,6.116,2.515,0.926,6.464
Pasoh,1995-2000,pa3,Ixora,congesta,779,671,4.861,3.07,3.028,2.481,3.641,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ixora,grandifolia_var._grandifolia,196,166,4.81,3.454,3.261,2.208,4.568,20,17,4.735,3.433,2.294,0.92,5.227
Pasoh,1995-2000,pa3,Ixora,grandifolia_var._lanceolata,230,206,4.79,2.301,2.224,1.441,3.216,2,1,4.975,13.934,2.243,0.707,6.881
Pasoh,1995-2000,pa3,Ixora,kingstonii,80,74,4.577,1.703,1.632,0.797,3.037,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ixora,lobbii,865,787,4.796,1.971,1.95,1.545,2.425,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ixora,nigricans,20,18,4.708,2.238,1.813,0.673,4.451,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ixora,pendula,161,142,4.881,2.573,2.411,1.5,3.684,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Jackiopsis,ornata,1,1,4.663,0,1.653,0.478,5.719,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Kibara,coriacea,16,16,4.769,0,1.097,0.373,2.982,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Kibatalia,maingayi,150,143,4.888,0.978,1.077,0.556,1.924,44,42,4.74,0.981,1.354,0.563,2.759
Pasoh,1995-2000,pa3,Kingstonia,nervosa,282,274,4.817,0.597,0.725,0.402,1.195,48,46,4.783,0.89,1.266,0.537,2.631
Pasoh,1995-2000,pa3,Knema,conferta,14,14,4.84,0,1.196,0.384,3.367,28,26,4.853,1.527,1.595,0.713,3.602
Pasoh,1995-2000,pa3,Knema,curtisii,193,179,4.795,1.57,1.568,0.91,2.439,4,3,5.171,5.563,2.148,0.769,5.801
Pasoh,1995-2000,pa3,Knema,furfuracea,1871,1758,4.82,1.293,1.293,1.073,1.543,132,125,4.795,1.136,1.309,0.671,2.239
Pasoh,1995-2000,pa3,Knema,hookeriana,342,314,4.849,1.762,1.747,1.203,2.43,67,61,4.793,1.957,1.824,0.943,3.242
Pasoh,1995-2000,pa3,Knema,intermedia,27,24,4.809,2.449,1.958,0.758,4.393,4,4,4.672,0,1.605,0.542,4.604
Pasoh,1995-2000,pa3,Knema,kunstleri,94,83,4.87,2.556,2.324,1.27,3.996,18,17,4.825,1.185,1.606,0.584,3.798
Pasoh,1995-2000,pa3,Knema,laurina,3995,3680,4.753,1.728,1.722,1.553,1.911,57,51,4.736,2.348,2.117,0.988,3.851
Pasoh,1995-2000,pa3,Knema,malayana,9,9,4.887,0,1.284,0.402,3.795,2,2,4.832,0,1.69,0.514,4.742
Pasoh,1995-2000,pa3,Knema,patentinervia,1762,1598,4.856,2.012,2.002,1.716,2.304,125,111,4.769,2.491,2.314,1.343,3.64
Pasoh,1995-2000,pa3,Knema,pseudo-laurina,2,2,4.805,0,1.539,0.46,4.908,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Knema,scortechinii,844,793,4.871,1.28,1.295,0.973,1.658,104,97,4.8,1.452,1.523,0.806,2.606
Pasoh,1995-2000,pa3,Knema,stenophylla,203,184,4.804,2.045,1.985,1.227,2.955,14,14,4.87,0,1.324,0.453,3.319
Pasoh,1995-2000,pa3,Knema,sumatrana,5,4,4.687,4.761,2.101,0.654,6.453,1,1,4.539,0,1.736,0.603,4.94
Pasoh,1995-2000,pa3,Koilodepas,longifolium,187,181,4.823,0.676,0.829,0.428,1.509,25,24,4.831,0.845,1.362,0.541,3.19
Pasoh,1995-2000,pa3,Kokoona,reflexa,208,200,4.677,0.839,0.956,0.507,1.65,17,15,4.947,2.53,1.957,0.769,4.49
Pasoh,1995-2000,pa3,Koompassia,malaccensis,431,389,4.854,2.112,2.067,1.537,2.736,226,218,4.828,0.747,0.913,0.518,1.545
Pasoh,1995-2000,pa3,Lansium,domesticum,1326,1277,4.806,0.784,0.798,0.621,1.017,105,96,4.848,1.849,1.773,0.98,3.053
Pasoh,1995-2000,pa3,Lasianthus,lowianus,116,83,4.902,6.828,6.139,4.248,8.508,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Lepisanthes,fruticosa,243,228,4.722,1.349,1.365,0.825,2.094,1,1,4.901,0,1.739,0.603,5.183
Pasoh,1995-2000,pa3,Lepisanthes,senegalensis,1685,1625,4.787,0.757,0.777,0.616,0.987,45,44,4.834,0.465,1.079,0.465,2.348
Pasoh,1995-2000,pa3,Lepisanthes,tetraphylla,2312,2073,4.853,2.249,2.235,1.953,2.527,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Lepisanthes,tetraphylla_var._hirta,12,10,4.981,3.66,2.084,0.784,5.834,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Leptonychia,glabra,122,114,4.928,1.376,1.372,0.757,2.385,1,1,4.797,0,1.614,0.617,5.426
Pasoh,1995-2000,pa3,Licania,splendens,113,110,4.795,0.561,0.841,0.361,1.686,49,46,4.739,1.333,1.481,0.657,3.021
Pasoh,1995-2000,pa3,Lindera,oxyphylla,1,1,4.435,0,1.744,0.485,6.033,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Lithocarpus,conocarpus,111,87,4.783,5.093,4.553,2.96,6.66,13,12,4.617,1.733,1.754,0.632,4.333
Pasoh,1995-2000,pa3,Lithocarpus,curtisii,1349,1270,4.847,1.245,1.254,0.988,1.546,233,218,4.823,1.38,1.419,0.901,2.133
Pasoh,1995-2000,pa3,Lithocarpus,cyclophorus,17,16,4.824,1.257,1.473,0.495,4.048,5,5,4.729,0,1.517,0.542,4.371
Pasoh,1995-2000,pa3,Lithocarpus,ewyckii,63,52,4.739,4.049,3.355,1.795,5.789,12,10,4.707,3.873,2.231,0.801,5.763
Pasoh,1995-2000,pa3,Lithocarpus,lucidus,38,28,4.985,6.126,4.515,2.303,7.907,8,8,4.922,0,1.464,0.492,4.122
Pasoh,1995-2000,pa3,Lithocarpus,rassa,477,419,4.831,2.683,2.621,1.97,3.358,82,66,4.874,4.454,3.695,2.233,5.904
Pasoh,1995-2000,pa3,Lithocarpus,wallichianus,266,240,4.859,2.117,2.029,1.383,2.933,32,29,4.897,2.01,1.797,0.761,3.813
Pasoh,1995-2000,pa3,Lithocarpus,wrayi,174,156,4.863,2.245,2.139,1.366,3.223,41,37,4.865,2.11,1.932,0.838,3.851
Pasoh,1995-2000,pa3,Litsea,castanea,133,111,4.822,3.75,3.43,2.235,5.046,34,32,4.881,1.242,1.517,0.655,3.2
Pasoh,1995-2000,pa3,Litsea,costalus,27,22,4.651,4.403,3.01,1.261,6.733,4,4,4.634,0,1.557,0.562,4.085
Pasoh,1995-2000,pa3,Litsea,elliptica,7,6,4.776,3.227,1.99,0.648,5.713,1,1,4.712,0,1.73,0.632,4.785
Pasoh,1995-2000,pa3,Litsea,erectinervia,2,2,4.698,0,1.51,0.454,5.234,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Litsea,ferruginea,99,90,4.803,1.985,1.868,0.986,3.254,20,19,4.922,1.042,1.5,0.565,3.566
Pasoh,1995-2000,pa3,Litsea,firma,1,1,4.449,0,1.639,0.386,5.839,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Litsea,grandis,6,5,4.578,3.982,2.071,0.559,6.278,1,1,4.797,0,1.624,0.588,4.923
Pasoh,1995-2000,pa3,Litsea,machilifolia,22,22,4.802,0,1.022,0.33,2.876,8,8,4.909,0,1.504,0.515,3.743
Pasoh,1995-2000,pa3,Litsea,magnifica,919,815,4.777,2.514,2.482,2.022,2.992,0,0,NA,NA,NA,NA,NA
