site,census,code,genus,species,n10m,s10m,t10m,r10m,f10m,l10m,u10m,n100m,s100m,t100m,r100m,f100m,l100m,u100m
Pasoh,1987-1990,pa1,Mangifera,griffithii,95,94,2.783,0.38,0.749,0.3,1.589,52,51,2.817,0.689,0.926,0.353,2.212
Pasoh,1987-1990,pa1,Mangifera,indica,76,74,2.898,0.92,0.982,0.41,2.134,14,14,2.78,0,0.912,0.354,2.538
Pasoh,1987-1990,pa1,Mangifera,lagenifera,14,14,2.793,0,0.875,0.336,2.696,18,18,2.781,0,0.935,0.378,2.259
Pasoh,1987-1990,pa1,Mangifera,macrocarpa,44,43,3.196,0.719,0.957,0.362,2.277,5,4,3.427,6.512,1.284,0.47,3.506
Pasoh,1987-1990,pa1,Mangifera,magnifica,110,108,2.811,0.653,0.852,0.348,1.863,20,20,2.836,0,0.908,0.347,2.251
Pasoh,1987-1990,pa1,Mangifera,quadrifida,299,289,3.166,1.074,1.054,0.567,1.759,11,11,3.248,0,0.996,0.38,2.59
Pasoh,1987-1990,pa1,Mangifera,quad._var._longipetiolata,12,12,2.595,0,0.933,0.333,2.463,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Mangifera,rufocostata,9,9,2.742,0,1.013,0.378,3.046,2,2,2.245,0,1.116,0.364,3.042
Pasoh,1987-1990,pa1,Mangifera,superba,59,56,3.176,1.643,1.255,0.524,2.76,24,24,3.186,0,0.9,0.312,2.215
Pasoh,1987-1990,pa1,Mangifera,swintoniodes,0,0,NA,NA,NA,NA,NA,2,2,2.601,0,0.967,0.379,3.089
Pasoh,1987-1990,pa1,Mastixia,pentandra,18,18,3.023,0,0.888,0.298,2.122,3,3,2.944,0,1.043,0.37,2.656
Pasoh,1987-1990,pa1,Mastixia,trichotoma,5,5,2.92,0,1.036,0.35,2.812,2,2,2.923,0,1.063,0.406,2.795
Pasoh,1987-1990,pa1,Medusanthera,gracilis,413,408,2.647,0.46,0.617,0.314,1.115,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Melanochyla,angustifolia,501,493,2.879,0.559,0.665,0.363,1.083,33,32,2.888,1.065,1.036,0.424,2.448
Pasoh,1987-1990,pa1,Melanochyla,auriculata,180,176,3.028,0.742,0.82,0.431,1.56,17,16,3.101,1.955,1.152,0.48,2.863
Pasoh,1987-1990,pa1,Melanochyla,caesia,32,30,3.481,1.854,1.246,0.479,2.841,5,5,3.093,0,1.087,0.378,2.905
Pasoh,1987-1990,pa1,Melanochyla,fulvinervis,511,491,3.077,1.298,1.25,0.788,1.815,49,45,3.009,2.83,1.611,0.71,3.407
Pasoh,1987-1990,pa1,Melanochyla,tomentosa,408,403,2.907,0.424,0.568,0.293,1.026,16,15,2.605,2.478,1.192,0.455,3.107
Pasoh,1987-1990,pa1,Melastoma,malabathricum,18,14,2.945,8.534,2.369,0.92,5.747,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Melientha,suavis,2,2,2.721,0,1.001,0.368,2.904,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Memecylon,amplexlicaule,269,261,3.03,0.996,0.988,0.529,1.696,23,22,2.789,1.594,1.154,0.445,2.67
Pasoh,1987-1990,pa1,Memecylon,cantleyi,716,690,2.965,1.248,1.198,0.812,1.721,39,39,2.869,0,0.813,0.325,1.965
Pasoh,1987-1990,pa1,Memecylon,dichotomum,493,474,3.03,1.297,1.235,0.792,1.81,1,1,2.464,0,0.998,0.384,3.098
Pasoh,1987-1990,pa1,Memecylon,excelsum,263,257,2.722,0.848,0.892,0.461,1.576,11,11,2.885,0,1.036,0.381,2.551
Pasoh,1987-1990,pa1,Memecylon,lilacinum,408,399,2.764,0.807,0.855,0.467,1.406,20,19,2.956,1.735,1.152,0.448,2.877
Pasoh,1987-1990,pa1,Memecylon,megacarpum,871,847,2.853,0.979,0.977,0.66,1.396,12,12,2.855,0,0.998,0.349,2.612
Pasoh,1987-1990,pa1,Memecylon,minutiflorum,2101,2019,2.913,1.367,1.352,1.07,1.668,77,75,2.882,0.913,0.95,0.415,2.061
Pasoh,1987-1990,pa1,Memecylon,oleifolium,164,161,2.872,0.643,0.772,0.378,1.596,34,33,2.69,1.11,1.101,0.421,2.548
Pasoh,1987-1990,pa1,Memecylon,oligoneurum,322,315,2.985,0.736,0.777,0.432,1.363,32,30,2.773,2.327,1.268,0.514,2.987
Pasoh,1987-1990,pa1,Memecylon,paniculatum,28,26,2.824,2.624,1.297,0.531,3.333,4,4,2.714,0,1.038,0.396,2.866
Pasoh,1987-1990,pa1,Memecylon,pubescens,129,128,2.945,0.264,0.632,0.283,1.335,23,23,2.886,0,0.884,0.322,2.267
Pasoh,1987-1990,pa1,Memecylon,wallichii,129,125,2.773,1.136,1.058,0.494,2.18,3,3,2.749,0,1.047,0.361,2.79
Pasoh,1987-1990,pa1,Mesua,ferrea,1680,1614,3.129,1.281,1.258,0.987,1.604,248,239,3.021,1.224,1.152,0.64,1.876
Pasoh,1987-1990,pa1,Mesua,grandis,311,297,2.99,1.54,1.404,0.831,2.206,30,29,2.991,1.133,1.068,0.403,2.461
Pasoh,1987-1990,pa1,Mesua,kunstleri,350,349,2.531,0.113,0.428,0.206,0.848,15,15,2.579,0,0.905,0.335,2.317
Pasoh,1987-1990,pa1,Mesua,lepidota,32,32,2.55,0,0.805,0.297,2.096,4,4,2.853,0,1.037,0.328,3.076
Pasoh,1987-1990,pa1,Mesua,racemosa,640,627,3.045,0.674,0.727,0.44,1.149,61,58,3.127,1.613,1.211,0.518,2.577
Pasoh,1987-1990,pa1,Mezzettia,leptopoda,144,141,3.036,0.694,0.831,0.381,1.619,23,22,2.881,1.543,1.104,0.45,2.675
Pasoh,1987-1990,pa1,Microdesmis,casearifolia,933,925,2.93,0.294,0.407,0.222,0.666,14,13,2.615,2.834,1.259,0.474,3.043
Pasoh,1987-1990,pa1,Microtropis,valida,12,12,3.623,0,0.924,0.327,2.571,1,1,2.861,0,1.072,0.405,2.94
Pasoh,1987-1990,pa1,Miliusa,longipes,18,18,2.831,0,0.847,0.338,2.228,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Millettia,atropurpurea,1350,1333,2.728,0.464,0.522,0.355,0.763,288,288,2.827,0,0.415,0.192,0.824
Pasoh,1987-1990,pa1,Mischocarpus,pentapetala,1,1,3.409,0,1.062,0.342,2.961,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Mitrephora,maingayi,450,436,2.946,1.073,1.028,0.658,1.626,4,3,2.966,9.698,1.361,0.513,3.708
Pasoh,1987-1990,pa1,Monocarpia,marginalis,743,717,3.003,1.186,1.147,0.796,1.642,200,191,2.928,1.572,1.348,0.727,2.399
Pasoh,1987-1990,pa1,Mussaendopsis,beccariana,34,33,3.164,0.943,1.004,0.39,2.423,22,22,2.919,0,0.9,0.319,2.374
Pasoh,1987-1990,pa1,Myristica,cinnamomea,233,231,2.979,0.289,0.574,0.26,1.089,66,63,2.956,1.574,1.212,0.527,2.598
Pasoh,1987-1990,pa1,Myristica,maingayi,188,184,2.726,0.789,0.879,0.412,1.726,45,44,2.754,0.816,1.011,0.391,2.386
Pasoh,1987-1990,pa1,Myristica,malaccensis,3,3,2.444,0,0.974,0.361,2.82,1,1,2.719,0,1.107,0.395,2.899
Pasoh,1987-1990,pa1,Myristica,maxima,35,34,2.785,1.041,1.029,0.393,2.64,19,18,2.921,1.851,1.118,0.436,2.798
Pasoh,1987-1990,pa1,Nauclea,officinalis,568,557,2.825,0.692,0.737,0.443,1.242,152,149,2.87,0.695,0.835,0.382,1.629
Pasoh,1987-1990,pa1,Neesia,synandra,60,57,2.967,1.729,1.239,0.545,2.669,10,10,2.958,0,0.952,0.339,2.525
Pasoh,1987-1990,pa1,Neobalanocarpus,heimii,3131,3031,3.107,1.045,1.043,0.855,1.273,159,156,3.016,0.631,0.821,0.389,1.562
Pasoh,1987-1990,pa1,Neolamarckia,cadamba,10,10,3.365,0,0.895,0.337,2.527,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Neolitsea,zeylanica,3,3,3.574,0,1.04,0.344,2.905,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Neoscortechinia,kingii,1171,1135,2.865,1.09,1.079,0.761,1.464,271,262,2.958,1.142,1.104,0.612,1.848
Pasoh,1987-1990,pa1,Neoscortechinia,nicobarica,486,475,2.85,0.803,0.833,0.497,1.332,67,64,2.9,1.58,1.231,0.557,2.704
Pasoh,1987-1990,pa1,Neoscortechinia,sumatrana,240,238,3.03,0.276,0.554,0.259,1.064,20,20,3.104,0,0.909,0.354,2.287
Pasoh,1987-1990,pa1,Neouvaria,foetida,2,2,2.775,0,1.026,0.376,2.99,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Nephelium,costatum,1271,1233,2.865,1.059,1.037,0.766,1.421,163,155,2.798,1.799,1.488,0.772,2.711
Pasoh,1987-1990,pa1,Nephelium,eriopetalum,198,194,2.758,0.74,0.824,0.399,1.588,28,27,2.638,1.378,1.061,0.414,2.654
Pasoh,1987-1990,pa1,Nephelium,hamulatum,68,68,3.047,0,0.674,0.246,1.516,4,4,2.346,0,1.061,0.406,2.974
Pasoh,1987-1990,pa1,Nephelium,maingayi,255,246,2.814,1.277,1.187,0.634,2.056,58,56,2.646,1.326,1.106,0.472,2.465
Pasoh,1987-1990,pa1,Nephelium,ophioides,195,190,2.805,0.926,0.965,0.457,1.767,35,34,2.67,1.086,1.039,0.398,2.469
Pasoh,1987-1990,pa1,Nephelium,pallens,13,13,3.081,0,0.932,0.311,2.53,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Nothaphoebe,umbelliflora,96,94,2.806,0.75,0.924,0.396,2.003,50,49,2.934,0.689,0.915,0.384,2.123
Pasoh,1987-1990,pa1,Ochanostachys,amentacea,992,970,2.852,0.786,0.816,0.547,1.179,342,336,2.772,0.638,0.761,0.406,1.303
Pasoh,1987-1990,pa1,Oncodostigma,monosperma,1852,1815,2.841,0.71,0.725,0.533,0.979,193,188,2.803,0.936,0.959,0.497,1.847
Pasoh,1987-1990,pa1,Oncosperma,horridum,48,44,2.638,3.299,1.725,0.735,3.827,38,30,3.184,7.425,3.232,1.497,6.382
Pasoh,1987-1990,pa1,Orania,sylvicola,2,2,3.166,0,1.027,0.379,2.962,7,7,3.492,0,0.977,0.368,2.524
Pasoh,1987-1990,pa1,Ormosia,penangensis,5,5,3.024,0,0.921,0.327,2.85,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Ormosia,venosa,63,60,2.946,1.656,1.26,0.529,2.751,3,3,3.039,0,1.066,0.399,2.754
Pasoh,1987-1990,pa1,Osmelia,maingayi,6,6,2.741,0,0.976,0.356,2.669,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Palaquium,clarkianum,4,4,3.311,0,1.067,0.343,3.052,1,1,3.417,0,1.011,0.389,2.957
Pasoh,1987-1990,pa1,Palaquium,gutta,3,3,2.967,0,1.029,0.364,3.061,4,4,3.123,0,1.039,0.353,2.775
Pasoh,1987-1990,pa1,Palaquium,hexandrum,645,627,2.956,0.958,0.957,0.608,1.431,134,128,2.973,1.541,1.287,0.645,2.377
Pasoh,1987-1990,pa1,Palaquium,maingayi,56,55,3.114,0.579,0.849,0.328,1.957,37,37,2.855,0,0.829,0.323,1.888
Pasoh,1987-1990,pa1,Palaquium,obovatum,6,6,2.766,0,1.026,0.385,2.712,6,5,2.618,6.963,1.347,0.475,3.489
Pasoh,1987-1990,pa1,Palaquium,stellatum,39,37,3.112,1.692,1.193,0.477,2.728,10,10,3.159,0,0.981,0.374,2.597
Pasoh,1987-1990,pa1,Pandanus,monotheca,62,56,3.051,3.336,1.986,0.959,4.009,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Pandanus,yvonii,23,23,2.795,0,0.865,0.308,2.499,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Paranephelium,xestophyllum,15,15,2.669,0,0.913,0.326,2.465,3,3,2.699,0,1.107,0.37,2.772
Pasoh,1987-1990,pa1,Parartocarpus,bracteatus,34,34,3.003,0,0.789,0.294,2.031,16,16,2.814,0,0.931,0.374,2.43
Pasoh,1987-1990,pa1,Parashorea,densiflora,118,111,3.209,1.906,1.552,0.73,2.833,40,40,3.062,0,0.809,0.31,1.867
Pasoh,1987-1990,pa1,Parastemon,urophyllus,1,1,2.483,0,1.026,0.363,2.861,8,7,2.656,5.028,1.352,0.492,3.568
Pasoh,1987-1990,pa1,Parinari,costata,1,1,2.108,0,1.049,0.33,3.206,12,11,3.034,2.868,1.256,0.476,3.184
Pasoh,1987-1990,pa1,Parinari,elmeri,112,105,3.098,2.083,1.629,0.781,2.973,1,1,3.625,0,0.975,0.41,2.673
Pasoh,1987-1990,pa1,Parinari,oblongifolia,52,50,2.776,1.413,1.085,0.453,2.587,53,53,2.822,0,0.759,0.301,1.706
Pasoh,1987-1990,pa1,Parishia,insignis,183,180,3.188,0.518,0.741,0.322,1.379,14,13,2.909,2.548,1.195,0.461,3.118
Pasoh,1987-1990,pa1,Parishia,paucijuga,13,13,2.998,0,0.952,0.324,2.586,13,13,3.44,0,0.909,0.36,2.433
Pasoh,1987-1990,pa1,Parkia,speciosa,449,420,2.809,2.377,2.139,1.466,2.998,82,78,2.841,1.76,1.298,0.611,2.635
Pasoh,1987-1990,pa1,Paropsia,vareciformis,433,431,3.012,0.154,0.389,0.191,0.745,147,145,3.009,0.455,0.725,0.353,1.433
Pasoh,1987-1990,pa1,Pavetta,graciliflora,439,414,3.609,1.624,1.525,1.032,2.134,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Payena,lucida,1392,1355,2.891,0.932,0.919,0.682,1.259,231,219,2.957,1.804,1.54,0.871,2.559
Pasoh,1987-1990,pa1,Payena,maingayi,13,12,2.509,3.191,1.257,0.42,3.419,2,2,2.297,0,1.062,0.369,2.84
Pasoh,1987-1990,pa1,Pentace,strychnoides,577,567,2.11,0.828,0.865,0.495,1.461,49,47,2.125,1.962,1.256,0.535,2.947
Pasoh,1987-1990,pa1,Pentace,triptera,101,93,2.954,2.793,1.964,1.03,3.616,14,14,2.855,0,0.966,0.363,2.326
Pasoh,1987-1990,pa1,Pentaspadon,motleyi,558,542,2.862,1.016,1,0.625,1.543,181,179,2.966,0.375,0.665,0.304,1.353
Pasoh,1987-1990,pa1,Pentaspadon,velutinus,0,0,NA,NA,NA,NA,NA,1,1,3.795,0,1.055,0.39,2.984
Pasoh,1987-1990,pa1,Pertusadina,eurhyncha,21,21,2.778,0,0.898,0.33,2.455,9,9,2.4,0,1.013,0.357,2.601
Pasoh,1987-1990,pa1,Phaeanthus,crassipetalus,5,5,3.12,0,0.996,0.346,2.874,2,2,3.535,0,1.088,0.387,2.862
Pasoh,1987-1990,pa1,Phaeanthus,ophthalamicus,2707,2603,3.015,1.299,1.29,1.057,1.552,2,2,3.017,0,1.044,0.381,2.572
Pasoh,1987-1990,pa1,Pholidocarpus,macrocarpus,1,1,3.176,0,1.032,0.344,2.936,3,3,3.01,0,1.017,0.402,2.643
Pasoh,1987-1990,pa1,Phyllanthus,emblica,10,9,3.164,3.33,1.21,0.49,3.547,3,3,3.076,0,0.99,0.398,2.813
Pasoh,1987-1990,pa1,Pimelodendron,griffithianum,2036,1996,3.073,0.646,0.655,0.489,0.865,313,305,3.008,0.861,0.892,0.49,1.511
Pasoh,1987-1990,pa1,Pimelodendron,macrocarpum,28,26,2.786,2.66,1.305,0.528,3.241,10,10,2.657,0,0.985,0.346,2.624
Pasoh,1987-1990,pa1,Pinanga,malayana,236,215,2.707,3.443,2.878,1.797,4.329,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Pinanga,riparia,1,1,3.502,0,1.046,0.395,2.734,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Pithecellobium,splendens,2,2,3.162,0,0.968,0.351,2.835,2,2,2.791,0,1.083,0.364,2.671
Pasoh,1987-1990,pa1,Planchonia,grandis,22,22,2.969,0,0.855,0.309,2.325,6,6,2.825,0,1.003,0.384,2.748
Pasoh,1987-1990,pa1,Platea,latifolia,6,5,2.857,6.381,1.359,0.472,3.645,2,2,2.535,0,0.983,0.378,2.915
Pasoh,1987-1990,pa1,Podocarpus,motleyi,26,25,3.1,1.265,1.077,0.398,2.649,1,1,3.329,0,1.098,0.366,3.166
Pasoh,1987-1990,pa1,Polyalthia,cinnamomea,66,66,3.144,0,0.685,0.256,1.486,23,23,3.164,0,0.902,0.347,2.246
Pasoh,1987-1990,pa1,Polyalthia,clavigera,30,29,2.646,1.281,1.097,0.383,2.665,6,5,2.796,6.52,1.334,0.464,3.327
Pasoh,1987-1990,pa1,Polyalthia,glauca,139,135,2.973,0.982,0.983,0.451,1.883,39,38,2.97,0.874,1.011,0.409,2.389
Pasoh,1987-1990,pa1,Polyalthia,hypoleuca,21,19,3.089,3.24,1.428,0.544,3.337,3,3,2.929,0,1.072,0.394,2.804
Pasoh,1987-1990,pa1,Polyalthia,jenkinsii,172,164,3.006,1.584,1.354,0.715,2.392,36,32,3.098,3.802,1.813,0.785,3.865
Pasoh,1987-1990,pa1,Polyalthia,lateriflora,87,85,3.211,0.724,0.883,0.393,1.839,19,18,3.324,1.627,1.127,0.434,2.614
Pasoh,1987-1990,pa1,Polyalthia,obliqua,150,146,2.773,0.975,0.973,0.478,1.921,12,12,2.903,0,0.946,0.372,2.411
Pasoh,1987-1990,pa1,Polyalthia,rumphii,623,617,2.908,0.333,0.478,0.254,0.808,95,90,2.738,1.975,1.429,0.667,2.767
Pasoh,1987-1990,pa1,Polyalthia,sclerophylla,326,323,2.918,0.317,0.513,0.265,0.996,26,25,2.944,1.332,1.108,0.412,2.705
Pasoh,1987-1990,pa1,Polyalthia,stenopetala,387,385,2.516,0.206,0.462,0.221,0.907,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Polyalthia,sumatrana,262,254,2.737,1.133,1.089,0.581,1.884,36,34,2.661,2.148,1.287,0.513,2.883
Pasoh,1987-1990,pa1,Polyosma,laete-virens,0,0,NA,NA,NA,NA,NA,1,1,2.467,0,1.075,0.405,2.807
Pasoh,1987-1990,pa1,Pometia,pinnata_var._alnifolia,470,457,2.972,0.944,0.949,0.566,1.493,174,171,2.978,0.584,0.801,0.344,1.53
Pasoh,1987-1990,pa1,Popowia,pisocarpa,977,958,2.831,0.694,0.732,0.462,1.062,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Popowia,tomentosa,112,111,2.847,0.315,0.7,0.298,1.481,15,15,2.824,0,0.984,0.337,2.351
Pasoh,1987-1990,pa1,Porterandia,anisophylla,891,839,2.902,2.072,1.96,1.476,2.531,211,203,2.836,1.363,1.216,0.652,2.112
Pasoh,1987-1990,pa1,Pouteria,malaccensis,50,48,2.818,1.448,1.116,0.443,2.499,8,8,2.767,0,0.988,0.362,2.802
Pasoh,1987-1990,pa1,Prainea,limpato,43,42,3.102,0.759,0.956,0.377,2.291,11,11,3.045,0,0.931,0.337,2.609
Pasoh,1987-1990,pa1,Prismatomeris,glabra,168,164,2.672,0.902,0.956,0.432,1.848,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Prunus,arborea,548,524,3.034,1.476,1.393,0.939,1.989,29,27,2.983,2.396,1.303,0.558,3.245
Pasoh,1987-1990,pa1,Prunus,arborea_var._stipulaceum,2,2,3.072,0,1.028,0.339,2.88,1,1,3.444,0,1.075,0.386,2.929
Pasoh,1987-1990,pa1,Prunus,grisea,413,381,3.11,2.593,2.343,1.637,3.285,7,6,3.099,4.974,1.294,0.515,3.469
Pasoh,1987-1990,pa1,Pseudoeugenia,singaporensis,137,136,2.778,0.264,0.662,0.263,1.468,40,38,2.729,1.88,1.293,0.504,2.79
Pasoh,1987-1990,pa1,Pseuduvaria,macrophylla,1283,1243,2.969,1.067,1.054,0.771,1.414,3,2,3.392,11.953,1.349,0.538,3.613
Pasoh,1987-1990,pa1,Psychotria,griffithii,58,54,2.69,2.656,1.582,0.721,3.46,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Psychotria,rostrata,93,86,2.898,2.7,1.821,0.883,3.467,1,0,3.806,Inf,1.346,0.517,3.836
Pasoh,1987-1990,pa1,Psydrax,maingayi,1,1,2.218,0,0.991,0.377,3.088,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Pteleocarpa,lamponga,29,28,2.854,1.23,1.026,0.406,2.379,7,7,2.944,0,1.023,0.377,2.808
Pasoh,1987-1990,pa1,Pternandra,coerulescens,364,356,2.921,0.761,0.829,0.434,1.393,56,54,2.885,1.26,1.101,0.452,2.342
Pasoh,1987-1990,pa1,Pternandra,echinata,277,260,2.841,2.23,1.947,1.169,2.947,59,55,2.679,2.62,1.578,0.697,3.218
Pasoh,1987-1990,pa1,Pterocymbium,tubulatum,33,32,2.988,1.03,1.025,0.406,2.409,17,14,2.761,7.031,1.849,0.703,4.626
Pasoh,1987-1990,pa1,Ptychopyxis,caput-medusae,22,21,2.671,1.742,1.126,0.397,2.997,2,2,2.449,0,0.998,0.361,2.987
Pasoh,1987-1990,pa1,Ptychopyxis,costata,1065,1045,2.826,0.671,0.708,0.458,1.054,73,71,2.884,0.963,1.004,0.423,2.171
Pasoh,1987-1990,pa1,Pyrenaria,acuminata,79,73,3.077,2.567,1.72,0.81,3.325,1,1,3.247,0,1.087,0.355,3
Pasoh,1987-1990,pa1,Quercus,argentata,774,726,2.935,2.182,2.073,1.551,2.691,267,253,2.855,1.887,1.614,0.983,2.524
Pasoh,1987-1990,pa1,Quercus,gemelliflora,222,209,2.995,2.015,1.698,0.977,2.848,56,54,2.999,1.213,1.09,0.446,2.392
Pasoh,1987-1990,pa1,Radermachera,pinnata,0,0,NA,NA,NA,NA,NA,1,1,2.538,0,0.991,0.392,2.895
Pasoh,1987-1990,pa1,Reinwardtiodendron,cinereum,695,680,2.984,0.731,0.767,0.469,1.187,32,30,2.885,2.237,1.317,0.509,2.95
Pasoh,1987-1990,pa1,Rhodamnia,cinerea,246,237,2.626,1.419,1.26,0.685,2.158,20,18,2.898,3.636,1.425,0.558,3.585
Pasoh,1987-1990,pa1,Rinorea,anguifera,8246,8060,2.876,0.793,0.797,0.69,0.911,8,8,2.608,0,0.992,0.375,2.617
Pasoh,1987-1990,pa1,Rinorea,horneri,37,35,3.072,1.809,1.247,0.462,2.865,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Rinorea,sclerocarpa,243,239,3.669,0.452,0.627,0.307,1.11,1,1,3.786,0,1.036,0.341,2.869
Pasoh,1987-1990,pa1,Rothmannia,macrophylla,1382,1321,3.131,1.442,1.409,1.099,1.776,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Ryparosa,acuminata,66,65,2.788,0.548,0.863,0.343,2.009,12,12,2.89,0,0.92,0.373,2.471
Pasoh,1987-1990,pa1,Ryparosa,fasciculata,70,67,2.751,1.592,1.226,0.515,2.714,12,12,2.635,0,0.982,0.339,2.44
Pasoh,1987-1990,pa1,Ryparosa,kunstleri,323,306,2.845,1.901,1.696,1.017,2.566,52,49,2.891,2.056,1.362,0.577,2.99
Pasoh,1987-1990,pa1,Sandoricum,beccarianum,1,1,2.576,0,1.015,0.331,2.925,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Sandoricum,koetjape,108,105,2.819,0.999,0.99,0.431,2.038,28,27,2.882,1.262,1.073,0.418,2.588
Pasoh,1987-1990,pa1,Santiria,apiculata,959,924,2.717,1.368,1.322,0.927,1.773,51,51,2.82,0,0.794,0.321,1.736
Pasoh,1987-1990,pa1,Santiria,conferta,6,6,2.332,0,0.973,0.339,2.733,10,10,2.688,0,1.068,0.344,2.669
Pasoh,1987-1990,pa1,Santiria,griffithii,221,216,2.95,0.776,0.849,0.424,1.6,63,61,2.847,1.133,1.055,0.418,2.431
Pasoh,1987-1990,pa1,Santiria,laevigata,565,540,2.672,1.694,1.58,1.043,2.249,97,95,2.862,0.728,0.906,0.392,1.85
Pasoh,1987-1990,pa1,Santiria,oblongifolia,61,53,2.722,5.165,2.913,1.36,5.625,12,11,2.811,3.095,1.223,0.456,3.132
Pasoh,1987-1990,pa1,Santiria,rubiginosa,244,234,2.763,1.515,1.348,0.733,2.3,47,47,2.725,0,0.816,0.302,1.791
Pasoh,1987-1990,pa1,Santiria,tomentosa,310,297,2.923,1.466,1.317,0.766,2.14,76,75,2.838,0.467,0.832,0.353,1.779
Pasoh,1987-1990,pa1,Sapium,baccatum,14,12,2.518,6.123,1.638,0.595,4.052,1,1,2.582,0,1.075,0.391,2.911
Pasoh,1987-1990,pa1,Sapium,discolor,16,16,2.992,0,0.894,0.328,2.357,4,4,2.752,0,0.997,0.377,2.573
Pasoh,1987-1990,pa1,Saprosma,scortechinii,631,613,2.598,1.114,1.081,0.692,1.636,1,1,2.467,0,1.052,0.39,3.321
Pasoh,1987-1990,pa1,Saraca,declinata,650,647,2.69,0.172,0.371,0.181,0.651,16,16,2.812,0,0.957,0.371,2.367
Pasoh,1987-1990,pa1,Saraca,thaipingensis,193,192,3.015,0.172,0.528,0.24,1.076,44,42,2.985,1.558,1.178,0.476,2.726
Pasoh,1987-1990,pa1,Sarcotheca,griffithii,126,120,3.066,1.591,1.286,0.628,2.436,81,80,2.907,0.427,0.818,0.351,1.83
Pasoh,1987-1990,pa1,Sarcotheca,monophylla,88,82,2.894,2.44,1.726,0.822,3.289,90,89,2.82,0.396,0.801,0.32,1.729
Pasoh,1987-1990,pa1,Sauropus,androgynus,10,10,2.986,0,0.953,0.351,2.56,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Scaphium,linearicarpum,95,91,2.638,1.631,1.302,0.585,2.565,43,42,2.587,0.91,0.987,0.435,2.366
Pasoh,1987-1990,pa1,Scaphium,macropodum,575,560,2.768,0.955,0.962,0.594,1.435,227,222,2.679,0.831,0.904,0.455,1.673
Pasoh,1987-1990,pa1,Scaphocalyx,spathacea,3552,3445,2.974,1.028,1.017,0.846,1.217,89,86,2.792,1.228,1.115,0.494,2.316
Pasoh,1987-1990,pa1,Schoutenia,accrescens,381,375,3.072,0.517,0.637,0.348,1.113,90,88,3.145,0.715,0.89,0.378,1.931
Pasoh,1987-1990,pa1,Scleropyrum,wallichianum,307,302,2.925,0.561,0.708,0.359,1.294,4,4,3.357,0,0.992,0.383,2.67
Pasoh,1987-1990,pa1,Scolopia,spinosa,239,229,2.834,1.508,1.342,0.74,2.265,10,10,2.925,0,0.998,0.352,2.381
Pasoh,1987-1990,pa1,Semecarpus,curtisii,229,224,2.953,0.748,0.833,0.4,1.597,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Semecarpus,rufovelutinus,2,2,3.034,0,0.995,0.35,2.72,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Shorea,acuminata,1998,1819,2.834,3.312,3.232,2.766,3.726,192,186,2.857,1.111,1.07,0.563,1.91
Pasoh,1987-1990,pa1,Shorea,bracteolata,1012,942,3.13,2.29,2.212,1.707,2.775,117,110,2.937,2.101,1.618,0.784,3.025
Pasoh,1987-1990,pa1,Shorea,dasyphylla,31,29,2.836,2.352,1.361,0.515,3.165,11,11,2.882,0,0.975,0.378,2.553
Pasoh,1987-1990,pa1,Shorea,guiso,689,671,2.919,0.907,0.917,0.583,1.365,27,26,2.953,1.278,1.109,0.428,2.697
Pasoh,1987-1990,pa1,Shorea,hopeifolia,49,47,2.209,1.886,1.219,0.479,3.086,11,10,2.176,4.38,1.292,0.493,3.209
